a1 1.0	a1
gap2 1.0	g ap2
gap3 1.0	g ap3
gap4 1.0	g ap4
gap5 1.0	g ap5
gap6 1.0	g ap6
gap7 1.0	g ap7
gap8 1.0	g ap8
gap9 1.0	g ap9
gat1 1.0	g at1
gat2 1.0	g at2
gat3 1.0	g at3
gat4 1.0	g at4
gat5 1.0	g at5
gat6 1.0	g at6
gat7 1.0	g at7
gat8 1.0	g at8
gat9 1.0	g at9
gau1 1.0	g au1
gau2 1.0	g au2
gau3 1.0	g au3
gau4 1.0	g au4
gau5 1.0	g au5
gau6 1.0	g au6
gau7 1.0	g au7
gau8 1.0	g au8
gau9 1.0	g au9
gauh1 1.0	g auh1
gauh2 1.0	g auh2
gauh3 1.0	g auh3
gauh4 1.0	g auh4
gauh5 1.0	g auh5
gauh6 1.0	g auh6
gauh7 1.0	g auh7
gauh8 1.0	g auh8
gauh9 1.0	g auh9
ge1 1.0	g e1
ge2 1.0	g e2
ge3 1.0	g e3
ge4 1.0	g e4
ge5 1.0	g e5
ge6 1.0	g e6
ge7 1.0	g e7
ge8 1.0	g e8
ge9 1.0	g e9
geh1 1.0	g eh1
geh2 1.0	g eh2
geh3 1.0	g eh3
geh4 1.0	g eh4
geh5 1.0	g eh5
geh6 1.0	g eh6
geh7 1.0	g eh7
geh8 1.0	g eh8
geh9 1.0	g eh9
genn1 1.0	g enn1
genn2 1.0	g enn2
genn3 1.0	g enn3
genn4 1.0	g enn4
genn5 1.0	g enn5
genn6 1.0	g enn6
genn7 1.0	g enn7
genn8 1.0	g enn8
genn9 1.0	g enn9
gennh1 1.0	g ennh1
gennh2 1.0	g ennh2
gennh3 1.0	g ennh3
gennh4 1.0	g ennh4
gennh5 1.0	g ennh5
gennh6 1.0	g ennh6
gennh7 1.0	g ennh7
gennh8 1.0	g ennh8
gennh9 1.0	g ennh9
ger1 1.0	g er1
ger2 1.0	g er2
ger3 1.0	g er3
ger4 1.0	g er4
ger5 1.0	g er5
ger6 1.0	g er6
ger7 1.0	g er7
ger8 1.0	g er8
ger9 1.0	g er9
gerh1 1.0	g erh1
gerh2 1.0	g erh2
gerh3 1.0	g erh3
gerh4 1.0	g erh4
gerh5 1.0	g erh5
gerh6 1.0	g erh6
gerh7 1.0	g erh7
gerh8 1.0	g erh8
gerh9 1.0	g erh9
gi1 1.0	g i1
gi2 1.0	g i2
gi3 1.0	g i3
gi4 1.0	g i4
gi5 1.0	g i5
gi6 1.0	g i6
gi7 1.0	g i7
gi8 1.0	g i8
gi9 1.0	g i9
gia1 1.0	g ia1
gia2 1.0	g ia2
gia3 1.0	g ia3
gia4 1.0	g ia4
gia5 1.0	g ia5
gia6 1.0	g ia6
gia7 1.0	g ia7
gia8 1.0	g ia8
gia9 1.0	g ia9
giah1 1.0	g iah1
giah2 1.0	g iah2
giah3 1.0	g iah3
giah4 1.0	g iah4
giah5 1.0	g iah5
giah6 1.0	g iah6
giah7 1.0	g iah7
giah8 1.0	g iah8
giah9 1.0	g iah9
giak1 1.0	g iak1
giak2 1.0	g iak2
giak3 1.0	g iak3
giak4 1.0	g iak4
giak5 1.0	g iak5
giak6 1.0	g iak6
giak7 1.0	g iak7
giak8 1.0	g iak8
giak9 1.0	g iak9
giam1 1.0	g iam1
giam2 1.0	g iam2
giam3 1.0	g iam3
giam4 1.0	g iam4
giam5 1.0	g iam5
giam6 1.0	g iam6
giam7 1.0	g iam7
giam8 1.0	g iam8
giam9 1.0	g iam9
gian1 1.0	g ian1
gian2 1.0	g ian2
gian3 1.0	g ian3
gian4 1.0	g ian4
gian5 1.0	g ian5
gian6 1.0	g ian6
gian7 1.0	g ian7
gian8 1.0	g ian8
gian9 1.0	g ian9
giang1 1.0	g iang1
giang2 1.0	g iang2
giang3 1.0	g iang3
giang4 1.0	g iang4
giang5 1.0	g iang5
giang6 1.0	g iang6
giang7 1.0	g iang7
giang8 1.0	g iang8
giang9 1.0	g iang9
giann1 1.0	g iann1
giann2 1.0	g iann2
giann3 1.0	g iann3
giann4 1.0	g iann4
giann5 1.0	g iann5
giann6 1.0	g iann6
giann7 1.0	g iann7
giann8 1.0	g iann8
giann9 1.0	g iann9
giannh1 1.0	g iannh1
giannh2 1.0	g iannh2
giannh3 1.0	g iannh3
giannh4 1.0	g iannh4
giannh5 1.0	g iannh5
giannh6 1.0	g iannh6
giannh7 1.0	g iannh7
giannh8 1.0	g iannh8
giannh9 1.0	g iannh9
giap1 1.0	g iap1
giap2 1.0	g iap2
giap3 1.0	g iap3
giap4 1.0	g iap4
giap5 1.0	g iap5
giap6 1.0	g iap6
giap7 1.0	g iap7
giap8 1.0	g iap8
giap9 1.0	g iap9
giat1 1.0	g iat1
giat2 1.0	g iat2
giat3 1.0	g iat3
giat4 1.0	g iat4
giat5 1.0	g iat5
giat6 1.0	g iat6
giat7 1.0	g iat7
giat8 1.0	g iat8
giat9 1.0	g iat9
giau1 1.0	g iau1
giau2 1.0	g iau2
giau3 1.0	g iau3
giau4 1.0	g iau4
giau5 1.0	g iau5
giau6 1.0	g iau6
giau7 1.0	g iau7
giau8 1.0	g iau8
giau9 1.0	g iau9
giauh1 1.0	g iauh1
giauh2 1.0	g iauh2
giauh3 1.0	g iauh3
giauh4 1.0	g iauh4
giauh5 1.0	g iauh5
giauh6 1.0	g iauh6
giauh7 1.0	g iauh7
giauh8 1.0	g iauh8
giauh9 1.0	g iauh9
giaunn1 1.0	g iaunn1
giaunn2 1.0	g iaunn2
giaunn3 1.0	g iaunn3
giaunn4 1.0	g iaunn4
giaunn5 1.0	g iaunn5
giaunn6 1.0	g iaunn6
giaunn7 1.0	g iaunn7
giaunn8 1.0	g iaunn8
giaunn9 1.0	g iaunn9
gih1 1.0	g ih1
gih2 1.0	g ih2
gih3 1.0	g ih3
gih4 1.0	g ih4
gih5 1.0	g ih5
gih6 1.0	g ih6
gih7 1.0	g ih7
gih8 1.0	g ih8
gih9 1.0	g ih9
gik1 1.0	g ik1
gik2 1.0	g ik2
gik3 1.0	g ik3
gik4 1.0	g ik4
gik5 1.0	g ik5
gik6 1.0	g ik6
gik7 1.0	g ik7
gik8 1.0	g ik8
gik9 1.0	g ik9
gim1 1.0	g im1
gim2 1.0	g im2
gim3 1.0	g im3
gim4 1.0	g im4
gim5 1.0	g im5
gim6 1.0	g im6
gim7 1.0	g im7
gim8 1.0	g im8
gim9 1.0	g im9
gin1 1.0	g in1
gin2 1.0	g in2
gin3 1.0	g in3
gin4 1.0	g in4
gin5 1.0	g in5
gin6 1.0	g in6
gin7 1.0	g in7
gin8 1.0	g in8
gin9 1.0	g in9
ging1 1.0	g ing1
ging2 1.0	g ing2
ging3 1.0	g ing3
ging4 1.0	g ing4
ging5 1.0	g ing5
ging6 1.0	g ing6
ging7 1.0	g ing7
ging8 1.0	g ing8
ging9 1.0	g ing9
ginn1 1.0	g inn1
ginn2 1.0	g inn2
ginn3 1.0	g inn3
ginn4 1.0	g inn4
ginn5 1.0	g inn5
ginn6 1.0	g inn6
ginn7 1.0	g inn7
ginn8 1.0	g inn8
ginn9 1.0	g inn9
ginnh1 1.0	g innh1
ginnh2 1.0	g innh2
ginnh3 1.0	g innh3
ginnh4 1.0	g innh4
ginnh5 1.0	g innh5
ginnh6 1.0	g innh6
ginnh7 1.0	g innh7
ginnh8 1.0	g innh8
ginnh9 1.0	g innh9
gio1 1.0	g io1
gio2 1.0	g io2
gio3 1.0	g io3
gio4 1.0	g io4
gio5 1.0	g io5
gio6 1.0	g io6
gio7 1.0	g io7
gio8 1.0	g io8
gio9 1.0	g io9
gioh1 1.0	g ioh1
gioh2 1.0	g ioh2
gioh3 1.0	g ioh3
gioh4 1.0	g ioh4
gioh5 1.0	g ioh5
gioh6 1.0	g ioh6
gioh7 1.0	g ioh7
gioh8 1.0	g ioh8
gioh9 1.0	g ioh9
giok1 1.0	g iok1
giok2 1.0	g iok2
giok3 1.0	g iok3
giok4 1.0	g iok4
giok5 1.0	g iok5
giok6 1.0	g iok6
giok7 1.0	g iok7
giok8 1.0	g iok8
giok9 1.0	g iok9
giong1 1.0	g iong1
giong2 1.0	g iong2
giong3 1.0	g iong3
giong4 1.0	g iong4
giong5 1.0	g iong5
giong6 1.0	g iong6
giong7 1.0	g iong7
giong8 1.0	g iong8
giong9 1.0	g iong9
gionn1 1.0	g ionn1
gionn2 1.0	g ionn2
gionn3 1.0	g ionn3
gionn4 1.0	g ionn4
gionn5 1.0	g ionn5
gionn6 1.0	g ionn6
gionn7 1.0	g ionn7
gionn8 1.0	g ionn8
gionn9 1.0	g ionn9
giooh1 1.0	g iooh1
giooh2 1.0	g iooh2
giooh3 1.0	g iooh3
giooh4 1.0	g iooh4
giooh5 1.0	g iooh5
giooh6 1.0	g iooh6
giooh7 1.0	g iooh7
giooh8 1.0	g iooh8
giooh9 1.0	g iooh9
gior1 1.0	g ior1
gior2 1.0	g ior2
gior3 1.0	g ior3
gior4 1.0	g ior4
gior5 1.0	g ior5
gior6 1.0	g ior6
gior7 1.0	g ior7
gior8 1.0	g ior8
gior9 1.0	g ior9
gip1 1.0	g ip1
gip2 1.0	g ip2
gip3 1.0	g ip3
gip4 1.0	g ip4
gip5 1.0	g ip5
gip6 1.0	g ip6
gip7 1.0	g ip7
gip8 1.0	g ip8
gip9 1.0	g ip9
gir1 1.0	g ir1
gir2 1.0	g ir2
gir3 1.0	g ir3
gir4 1.0	g ir4
gir5 1.0	g ir5
gir6 1.0	g ir6
gir7 1.0	g ir7
gir8 1.0	g ir8
gir9 1.0	g ir9
girn1 1.0	g irn1
girn2 1.0	g irn2
girn3 1.0	g irn3
girn4 1.0	g irn4
girn5 1.0	g irn5
girn6 1.0	g irn6
girn7 1.0	g irn7
girn8 1.0	g irn8
girn9 1.0	g irn9
git1 1.0	g it1
git2 1.0	g it2
git3 1.0	g it3
git4 1.0	g it4
git5 1.0	g it5
git6 1.0	g it6
git7 1.0	g it7
git8 1.0	g it8
git9 1.0	g it9
giu1 1.0	g iu1
giu2 1.0	g iu2
giu3 1.0	g iu3
giu4 1.0	g iu4
giu5 1.0	g iu5
giu6 1.0	g iu6
giu7 1.0	g iu7
giu8 1.0	g iu8
giu9 1.0	g iu9
giuh1 1.0	g iuh1
giuh2 1.0	g iuh2
giuh3 1.0	g iuh3
giuh4 1.0	g iuh4
giuh5 1.0	g iuh5
giuh6 1.0	g iuh6
giuh7 1.0	g iuh7
giuh8 1.0	g iuh8
giuh9 1.0	g iuh9
giunn1 1.0	g iunn1
giunn2 1.0	g iunn2
giunn3 1.0	g iunn3
giunn4 1.0	g iunn4
giunn5 1.0	g iunn5
giunn6 1.0	g iunn6
giunn7 1.0	g iunn7
giunn8 1.0	g iunn8
giunn9 1.0	g iunn9
gm1 1.0	g m1
gm2 1.0	g m2
gm3 1.0	g m3
gm4 1.0	g m4
gm5 1.0	g m5
gm6 1.0	g m6
gm7 1.0	g m7
gm8 1.0	g m8
gm9 1.0	g m9
gmh1 1.0	g mh1
gmh2 1.0	g mh2
gmh3 1.0	g mh3
gmh4 1.0	g mh4
gmh5 1.0	g mh5
gmh6 1.0	g mh6
gmh7 1.0	g mh7
gmh8 1.0	g mh8
gmh9 1.0	g mh9
gng1 1.0	g ng1
gng2 1.0	g ng2
gng3 1.0	g ng3
gng4 1.0	g ng4
gng5 1.0	g ng5
gng6 1.0	g ng6
gng7 1.0	g ng7
gng8 1.0	g ng8
gng9 1.0	g ng9
gngh1 1.0	g ngh1
gngh2 1.0	g ngh2
gngh3 1.0	g ngh3
gngh4 1.0	g ngh4
gngh5 1.0	g ngh5
gngh6 1.0	g ngh6
gngh7 1.0	g ngh7
gngh8 1.0	g ngh8
gngh9 1.0	g ngh9
go1 1.0	g o1
go2 1.0	g o2
go3 1.0	g o3
go4 1.0	g o4
go5 1.0	g o5
go6 1.0	g o6
go7 1.0	g o7
go8 1.0	g o8
go9 1.0	g o9
goh1 1.0	g oh1
goh2 1.0	g oh2
goh3 1.0	g oh3
goh4 1.0	g oh4
goh5 1.0	g oh5
goh6 1.0	g oh6
goh7 1.0	g oh7
goh8 1.0	g oh8
goh9 1.0	g oh9
gok1 1.0	g ok1
gok2 1.0	g ok2
gok3 1.0	g ok3
gok4 1.0	g ok4
gok5 1.0	g ok5
gok6 1.0	g ok6
gok7 1.0	g ok7
gok8 1.0	g ok8
gok9 1.0	g ok9
gom1 1.0	g om1
gom2 1.0	g om2
gom3 1.0	g om3
gom4 1.0	g om4
gom5 1.0	g om5
gom6 1.0	g om6
gom7 1.0	g om7
gom8 1.0	g om8
gom9 1.0	g om9
gong1 1.0	g ong1
gong2 1.0	g ong2
gong3 1.0	g ong3
gong4 1.0	g ong4
gong5 1.0	g ong5
gong6 1.0	g ong6
gong7 1.0	g ong7
gong8 1.0	g ong8
gong9 1.0	g ong9
gonn1 1.0	g onn1
gonn2 1.0	g onn2
gonn3 1.0	g onn3
gonn4 1.0	g onn4
gonn5 1.0	g onn5
gonn6 1.0	g onn6
gonn7 1.0	g onn7
gonn8 1.0	g onn8
gonn9 1.0	g onn9
gonnh1 1.0	g onnh1
gonnh2 1.0	g onnh2
gonnh3 1.0	g onnh3
gonnh4 1.0	g onnh4
gonnh5 1.0	g onnh5
gonnh6 1.0	g onnh6
gonnh7 1.0	g onnh7
gonnh8 1.0	g onnh8
gonnh9 1.0	g onnh9
goo1 1.0	g oo1
goo2 1.0	g oo2
goo3 1.0	g oo3
goo4 1.0	g oo4
goo5 1.0	g oo5
goo6 1.0	g oo6
goo7 1.0	g oo7
goo8 1.0	g oo8
goo9 1.0	g oo9
gooh1 1.0	g ooh1
gooh2 1.0	g ooh2
gooh3 1.0	g ooh3
gooh4 1.0	g ooh4
gooh5 1.0	g ooh5
gooh6 1.0	g ooh6
gooh7 1.0	g ooh7
gooh8 1.0	g ooh8
gooh9 1.0	g ooh9
gop1 1.0	g op1
gop2 1.0	g op2
gop3 1.0	g op3
gop4 1.0	g op4
gop5 1.0	g op5
gop6 1.0	g op6
gop7 1.0	g op7
gop8 1.0	g op8
gop9 1.0	g op9
gu1 1.0	g u1
gu2 1.0	g u2
gu3 1.0	g u3
gu4 1.0	g u4
gu5 1.0	g u5
gu6 1.0	g u6
gu7 1.0	g u7
gu8 1.0	g u8
gu9 1.0	g u9
gua1 1.0	g ua1
gua2 1.0	g ua2
gua3 1.0	g ua3
gua4 1.0	g ua4
gua5 1.0	g ua5
gua6 1.0	g ua6
gua7 1.0	g ua7
gua8 1.0	g ua8
gua9 1.0	g ua9
guah1 1.0	g uah1
guah2 1.0	g uah2
guah3 1.0	g uah3
guah4 1.0	g uah4
guah5 1.0	g uah5
guah6 1.0	g uah6
guah7 1.0	g uah7
guah8 1.0	g uah8
guah9 1.0	g uah9
guai1 1.0	g uai1
guai2 1.0	g uai2
guai3 1.0	g uai3
guai4 1.0	g uai4
guai5 1.0	g uai5
guai6 1.0	g uai6
guai7 1.0	g uai7
guai8 1.0	g uai8
guai9 1.0	g uai9
guainn1 1.0	g uainn1
guainn2 1.0	g uainn2
guainn3 1.0	g uainn3
guainn4 1.0	g uainn4
guainn5 1.0	g uainn5
guainn6 1.0	g uainn6
guainn7 1.0	g uainn7
guainn8 1.0	g uainn8
guainn9 1.0	g uainn9
guainnh1 1.0	g uainnh1
guainnh2 1.0	g uainnh2
guainnh3 1.0	g uainnh3
guainnh4 1.0	g uainnh4
guainnh5 1.0	g uainnh5
guainnh6 1.0	g uainnh6
guainnh7 1.0	g uainnh7
guainnh8 1.0	g uainnh8
guainnh9 1.0	g uainnh9
guan1 1.0	g uan1
guan2 1.0	g uan2
guan3 1.0	g uan3
guan4 1.0	g uan4
guan5 1.0	g uan5
guan6 1.0	g uan6
guan7 1.0	g uan7
guan8 1.0	g uan8
guan9 1.0	g uan9
guang1 1.0	g uang1
guang2 1.0	g uang2
guang3 1.0	g uang3
guang4 1.0	g uang4
guang5 1.0	g uang5
guang6 1.0	g uang6
guang7 1.0	g uang7
guang8 1.0	g uang8
guang9 1.0	g uang9
guann1 1.0	g uann1
guann2 1.0	g uann2
guann3 1.0	g uann3
guann4 1.0	g uann4
guann5 1.0	g uann5
guann6 1.0	g uann6
guann7 1.0	g uann7
guann8 1.0	g uann8
guann9 1.0	g uann9
guat1 1.0	g uat1
guat2 1.0	g uat2
guat3 1.0	g uat3
guat4 1.0	g uat4
guat5 1.0	g uat5
guat6 1.0	g uat6
guat7 1.0	g uat7
guat8 1.0	g uat8
guat9 1.0	g uat9
gue1 1.0	g ue1
gue2 1.0	g ue2
gue3 1.0	g ue3
gue4 1.0	g ue4
gue5 1.0	g ue5
gue6 1.0	g ue6
gue7 1.0	g ue7
gue8 1.0	g ue8
gue9 1.0	g ue9
gueh1 1.0	g ueh1
gueh2 1.0	g ueh2
gueh3 1.0	g ueh3
gueh4 1.0	g ueh4
gueh5 1.0	g ueh5
gueh6 1.0	g ueh6
gueh7 1.0	g ueh7
gueh8 1.0	g ueh8
gueh9 1.0	g ueh9
guh1 1.0	g uh1
guh2 1.0	g uh2
guh3 1.0	g uh3
guh4 1.0	g uh4
guh5 1.0	g uh5
guh6 1.0	g uh6
guh7 1.0	g uh7
guh8 1.0	g uh8
guh9 1.0	g uh9
gui1 1.0	g ui1
gui2 1.0	g ui2
gui3 1.0	g ui3
gui4 1.0	g ui4
gui5 1.0	g ui5
gui6 1.0	g ui6
gui7 1.0	g ui7
gui8 1.0	g ui8
gui9 1.0	g ui9
guih1 1.0	g uih1
guih2 1.0	g uih2
guih3 1.0	g uih3
guih4 1.0	g uih4
guih5 1.0	g uih5
guih6 1.0	g uih6
guih7 1.0	g uih7
guih8 1.0	g uih8
guih9 1.0	g uih9
guinn1 1.0	g uinn1
guinn2 1.0	g uinn2
guinn3 1.0	g uinn3
guinn4 1.0	g uinn4
guinn5 1.0	g uinn5
guinn6 1.0	g uinn6
guinn7 1.0	g uinn7
guinn8 1.0	g uinn8
guinn9 1.0	g uinn9
gun1 1.0	g un1
gun2 1.0	g un2
gun3 1.0	g un3
gun4 1.0	g un4
gun5 1.0	g un5
gun6 1.0	g un6
gun7 1.0	g un7
gun8 1.0	g un8
gun9 1.0	g un9
gut1 1.0	g ut1
gut2 1.0	g ut2
gut3 1.0	g ut3
gut4 1.0	g ut4
gut5 1.0	g ut5
gut6 1.0	g ut6
gut7 1.0	g ut7
gut8 1.0	g ut8
gut9 1.0	g ut9
ha1 1.0	h a1
ha2 1.0	h a2
ha3 1.0	h a3
ha4 1.0	h a4
ha5 1.0	h a5
ha6 1.0	h a6
ha7 1.0	h a7
ha8 1.0	h a8
ha9 1.0	h a9
hah1 1.0	h ah1
hah2 1.0	h ah2
hah3 1.0	h ah3
hah4 1.0	h ah4
hah5 1.0	h ah5
hah6 1.0	h ah6
hah7 1.0	h ah7
hah8 1.0	h ah8
hah9 1.0	h ah9
hai1 1.0	h ai1
hai2 1.0	h ai2
hai3 1.0	h ai3
hai4 1.0	h ai4
hai5 1.0	h ai5
hai6 1.0	h ai6
hai7 1.0	h ai7
hai8 1.0	h ai8
hai9 1.0	h ai9
haih1 1.0	h aih1
haih2 1.0	h aih2
haih3 1.0	h aih3
haih4 1.0	h aih4
haih5 1.0	h aih5
haih6 1.0	h aih6
haih7 1.0	h aih7
haih8 1.0	h aih8
haih9 1.0	h aih9
hainn1 1.0	h ainn1
hainn2 1.0	h ainn2
hainn3 1.0	h ainn3
hainn4 1.0	h ainn4
hainn5 1.0	h ainn5
hainn6 1.0	h ainn6
hainn7 1.0	h ainn7
hainn8 1.0	h ainn8
hainn9 1.0	h ainn9
hak1 1.0	h ak1
hak2 1.0	h ak2
hak3 1.0	h ak3
hak4 1.0	h ak4
hak5 1.0	h ak5
hak6 1.0	h ak6
hak7 1.0	h ak7
hak8 1.0	h ak8
hak9 1.0	h ak9
ham1 1.0	h am1
ham2 1.0	h am2
ham3 1.0	h am3
ham4 1.0	h am4
ham5 1.0	h am5
ham6 1.0	h am6
ham7 1.0	h am7
ham8 1.0	h am8
ham9 1.0	h am9
han1 1.0	h an1
han2 1.0	h an2
han3 1.0	h an3
han4 1.0	h an4
han5 1.0	h an5
han6 1.0	h an6
han7 1.0	h an7
han8 1.0	h an8
han9 1.0	h an9
hang1 1.0	h ang1
hang2 1.0	h ang2
hang3 1.0	h ang3
hang4 1.0	h ang4
hang5 1.0	h ang5
hang6 1.0	h ang6
hang7 1.0	h ang7
hang8 1.0	h ang8
hang9 1.0	h ang9
hann1 1.0	h ann1
hann2 1.0	h ann2
hann3 1.0	h ann3
hann4 1.0	h ann4
hann5 1.0	h ann5
hann6 1.0	h ann6
hann7 1.0	h ann7
hann8 1.0	h ann8
hann9 1.0	h ann9
hannh1 1.0	h annh1
hannh2 1.0	h annh2
hannh3 1.0	h annh3
hannh4 1.0	h annh4
hannh5 1.0	h annh5
hannh6 1.0	h annh6
hannh7 1.0	h annh7
hannh8 1.0	h annh8
hannh9 1.0	h annh9
hap1 1.0	h ap1
hap2 1.0	h ap2
hap3 1.0	h ap3
hap4 1.0	h ap4
hap5 1.0	h ap5
hap6 1.0	h ap6
hap7 1.0	h ap7
hap8 1.0	h ap8
hap9 1.0	h ap9
hat1 1.0	h at1
hat2 1.0	h at2
hat3 1.0	h at3
hat4 1.0	h at4
hat5 1.0	h at5
hat6 1.0	h at6
hat7 1.0	h at7
hat8 1.0	h at8
hat9 1.0	h at9
hau1 1.0	h au1
hau2 1.0	h au2
hau3 1.0	h au3
hau4 1.0	h au4
hau5 1.0	h au5
hau6 1.0	h au6
hau7 1.0	h au7
hau8 1.0	h au8
hau9 1.0	h au9
hauh1 1.0	h auh1
hauh2 1.0	h auh2
hauh3 1.0	h auh3
hauh4 1.0	h auh4
hauh5 1.0	h auh5
hauh6 1.0	h auh6
hauh7 1.0	h auh7
hauh8 1.0	h auh8
hauh9 1.0	h auh9
he1 1.0	h e1
he2 1.0	h e2
he3 1.0	h e3
he4 1.0	h e4
he5 1.0	h e5
he6 1.0	h e6
he7 1.0	h e7
he8 1.0	h e8
he9 1.0	h e9
heh1 1.0	h eh1
heh2 1.0	h eh2
heh3 1.0	h eh3
heh4 1.0	h eh4
heh5 1.0	h eh5
heh6 1.0	h eh6
heh7 1.0	h eh7
heh8 1.0	h eh8
heh9 1.0	h eh9
henn1 1.0	h enn1
henn2 1.0	h enn2
henn3 1.0	h enn3
henn4 1.0	h enn4
henn5 1.0	h enn5
henn6 1.0	h enn6
henn7 1.0	h enn7
henn8 1.0	h enn8
henn9 1.0	h enn9
hennh1 1.0	h ennh1
hennh2 1.0	h ennh2
hennh3 1.0	h ennh3
hennh4 1.0	h ennh4
hennh5 1.0	h ennh5
hennh6 1.0	h ennh6
hennh7 1.0	h ennh7
hennh8 1.0	h ennh8
hennh9 1.0	h ennh9
her1 1.0	h er1
her2 1.0	h er2
her3 1.0	h er3
her4 1.0	h er4
her5 1.0	h er5
her6 1.0	h er6
her7 1.0	h er7
her8 1.0	h er8
her9 1.0	h er9
herh1 1.0	h erh1
herh2 1.0	h erh2
herh3 1.0	h erh3
herh4 1.0	h erh4
herh5 1.0	h erh5
herh6 1.0	h erh6
herh7 1.0	h erh7
herh8 1.0	h erh8
herh9 1.0	h erh9
hi1 1.0	h i1
hi2 1.0	h i2
hi3 1.0	h i3
hi4 1.0	h i4
hi5 1.0	h i5
hi6 1.0	h i6
hi7 1.0	h i7
hi8 1.0	h i8
hi9 1.0	h i9
hia1 1.0	h ia1
hia2 1.0	h ia2
hia3 1.0	h ia3
hia4 1.0	h ia4
hia5 1.0	h ia5
hia6 1.0	h ia6
hia7 1.0	h ia7
hia8 1.0	h ia8
hia9 1.0	h ia9
hiah1 1.0	h iah1
hiah2 1.0	h iah2
hiah3 1.0	h iah3
hiah4 1.0	h iah4
hiah5 1.0	h iah5
hiah6 1.0	h iah6
hiah7 1.0	h iah7
hiah8 1.0	h iah8
hiah9 1.0	h iah9
hiak1 1.0	h iak1
hiak2 1.0	h iak2
hiak3 1.0	h iak3
hiak4 1.0	h iak4
hiak5 1.0	h iak5
hiak6 1.0	h iak6
hiak7 1.0	h iak7
hiak8 1.0	h iak8
hiak9 1.0	h iak9
hiam1 1.0	h iam1
hiam2 1.0	h iam2
hiam3 1.0	h iam3
hiam4 1.0	h iam4
hiam5 1.0	h iam5
hiam6 1.0	h iam6
hiam7 1.0	h iam7
hiam8 1.0	h iam8
hiam9 1.0	h iam9
hian1 1.0	h ian1
hian2 1.0	h ian2
hian3 1.0	h ian3
hian4 1.0	h ian4
hian5 1.0	h ian5
hian6 1.0	h ian6
hian7 1.0	h ian7
hian8 1.0	h ian8
hian9 1.0	h ian9
hiang1 1.0	h iang1
hiang2 1.0	h iang2
hiang3 1.0	h iang3
hiang4 1.0	h iang4
hiang5 1.0	h iang5
hiang6 1.0	h iang6
hiang7 1.0	h iang7
hiang8 1.0	h iang8
hiang9 1.0	h iang9
hiann1 1.0	h iann1
hiann2 1.0	h iann2
hiann3 1.0	h iann3
hiann4 1.0	h iann4
hiann5 1.0	h iann5
hiann6 1.0	h iann6
hiann7 1.0	h iann7
hiann8 1.0	h iann8
hiann9 1.0	h iann9
hiannh1 1.0	h iannh1
hiannh2 1.0	h iannh2
hiannh3 1.0	h iannh3
hiannh4 1.0	h iannh4
hiannh5 1.0	h iannh5
hiannh6 1.0	h iannh6
hiannh7 1.0	h iannh7
hiannh8 1.0	h iannh8
hiannh9 1.0	h iannh9
hiap1 1.0	h iap1
hiap2 1.0	h iap2
hiap3 1.0	h iap3
hiap4 1.0	h iap4
hiap5 1.0	h iap5
hiap6 1.0	h iap6
hiap7 1.0	h iap7
hiap8 1.0	h iap8
hiap9 1.0	h iap9
hiat1 1.0	h iat1
hiat2 1.0	h iat2
hiat3 1.0	h iat3
hiat4 1.0	h iat4
hiat5 1.0	h iat5
hiat6 1.0	h iat6
hiat7 1.0	h iat7
hiat8 1.0	h iat8
hiat9 1.0	h iat9
hiau1 1.0	h iau1
hiau2 1.0	h iau2
hiau3 1.0	h iau3
hiau4 1.0	h iau4
hiau5 1.0	h iau5
hiau6 1.0	h iau6
hiau7 1.0	h iau7
hiau8 1.0	h iau8
hiau9 1.0	h iau9
hiauh1 1.0	h iauh1
hiauh2 1.0	h iauh2
hiauh3 1.0	h iauh3
hiauh4 1.0	h iauh4
hiauh5 1.0	h iauh5
hiauh6 1.0	h iauh6
hiauh7 1.0	h iauh7
hiauh8 1.0	h iauh8
hiauh9 1.0	h iauh9
hiaunn1 1.0	h iaunn1
hiaunn2 1.0	h iaunn2
hiaunn3 1.0	h iaunn3
hiaunn4 1.0	h iaunn4
hiaunn5 1.0	h iaunn5
hiaunn6 1.0	h iaunn6
hiaunn7 1.0	h iaunn7
hiaunn8 1.0	h iaunn8
hiaunn9 1.0	h iaunn9
hih1 1.0	h ih1
hih2 1.0	h ih2
hih3 1.0	h ih3
hih4 1.0	h ih4
hih5 1.0	h ih5
hih6 1.0	h ih6
hih7 1.0	h ih7
hih8 1.0	h ih8
hih9 1.0	h ih9
hik1 1.0	h ik1
hik2 1.0	h ik2
hik3 1.0	h ik3
hik4 1.0	h ik4
hik5 1.0	h ik5
hik6 1.0	h ik6
hik7 1.0	h ik7
hik8 1.0	h ik8
hik9 1.0	h ik9
him1 1.0	h im1
him2 1.0	h im2
him3 1.0	h im3
him4 1.0	h im4
him5 1.0	h im5
him6 1.0	h im6
him7 1.0	h im7
him8 1.0	h im8
him9 1.0	h im9
hin1 1.0	h in1
hin2 1.0	h in2
hin3 1.0	h in3
hin4 1.0	h in4
hin5 1.0	h in5
hin6 1.0	h in6
hin7 1.0	h in7
hin8 1.0	h in8
hin9 1.0	h in9
hing1 1.0	h ing1
hing2 1.0	h ing2
hing3 1.0	h ing3
hing4 1.0	h ing4
hing5 1.0	h ing5
hing6 1.0	h ing6
